area,area_type,occupation,tot_emp,emp_prse,h_mean,a_mean,h_pct10,h_median,h_pct90,a_pct10,a_median,a_pct90
A50,2,"Career/Technical Education Teachers, Secondary School",330,8.7,*,57790,*,*,*,40580,58140,75610
A50,2,"Special Education Teachers, Preschool",80,17,*,57180,*,*,*,35880,52560,80150
A50,2,"Special Education Teachers, Kindergarten and Elementary School",760,5.8,*,55610,*,*,*,38240,52970,78550
A50,2,"Special Education Teachers, Middle School",280,7.7,*,58160,*,*,*,38900,57350,80330
A50,2,"Special Education Teachers, Secondary School",560,7.1,*,59900,*,*,*,41110,59080,80010
A50,2,"Special Education Teachers, All Other",30,0,*,61220,*,*,*,37020,64600,77620
A50,2,Adult Basic and Secondary Education and Literacy Teachers and Instructors,150,8.4,29.01,60340,16.71,26.07,48.75,34760,54220,101390
A50,2,Self-Enrichment Education Teachers,480,17.3,20.61,42870,11.69,20.57,29.6,24320,42780,61580
A50,2,"Teachers and Instructors, All Other, Except Substitute Teachers",350,24,*,42620,*,*,*,19550,37810,64790
A50,2,Substitute Teachers,2960,4.8,12.42,25840,9.82,11.57,15.8,20430,24070,32860
A50,2,Archivists,40,27.9,22.05,45860,11.51,22.36,30.22,23950,46510,62870
A50,2,Curators,50,24.2,28.74,59780,15.86,28.23,40.41,32990,58710,84050
A50,2,Museum Technicians and Conservators,40,30.6,16.78,34910,9.49,16.71,21.93,19750,34750,45610
A50,2,Librarians,700,6.1,23.87,49640,14.18,21.76,35.9,29490,45250,74670
A50,2,Library Technicians,540,16.5,15.12,31450,10.46,14.06,21.33,21760,29250,44370
A50,2,Audio-Visual and Multimedia Collections Specialists,50,31.4,21.49,44700,13.16,22.38,29.86,27370,46550,62110
A50,2,Instructional Coordinators,570,14.5,27.37,56930,11.45,25.13,51.28,23820,52270,106670
A50,2,Teacher Assistants,5430,3.6,*,30350,*,*,*,21220,29390,39220
A50,2,"Education, Training, and Library Workers, All Other",70,36.4,31.77,66080,23.28,29.57,38.75,48420,61510,80590
A50,2,"Arts, Design, Entertainment, Sports, and Media Occupations",5220,4.3,22.01,45780,10.65,18.91,35.95,22150,39330,74780
A50,2,Art Directors,70,13.7,42.54,88480,19.67,30.93,90,40920,64340,90
A50,2,Craft Artists,**,**,14.98,31150,10.07,12.75,22.8,20940,26520,47420
A50,2,"Artists and Related Workers, All Other",**,**,15.06,31320,12.54,14.58,17.92,26090,30320,37260
A50,2,Commercial and Industrial Designers,180,25.5,26.3,54710,15.14,24.91,42.1,31490,51810,87570
A50,2,Floral Designers,130,12.5,13.01,27070,9.53,11.76,18.82,19820,24450,39140
A50,2,Graphic Designers,510,8,22.01,45790,12.88,19.5,35.98,26780,40570,74840
A50,2,Interior Designers,90,24.6,21.5,44710,15.8,21.02,29.32,32860,43720,60980
A50,2,Merchandise Displayers and Window Trimmers,170,14.9,14.45,30050,9.24,13.41,20.87,19220,27900,43420
A50,2,Set and Exhibit Designers,**,**,22,45760,17.86,21.58,24.35,37150,44880,50650
A50,2,Producers and Directors,290,15.5,27.01,56180,15.18,22.5,42.33,31570,46790,88050
A50,2,Coaches and Scouts,1070,10,*,37900,*,*,*,19480,31310,61680
A50,2,Choreographers,70,35.5,27.74,57690,11.5,27.87,39.16,23910,57970,81460
A50,2,Music Directors and Composers,70,24.9,27.78,57790,9.39,22.97,45.3,19540,47780,94220
A50,2,Musicians and Singers,**,**,35.33,*,16.56,26.9,79.08,*,*,*
A50,2,Radio and Television Announcers,170,22.2,15.42,32080,9.32,14.05,23.8,19400,29230,49490
A50,2,Reporters and Correspondents,120,10.4,17.02,35400,12.42,15.54,25.38,25840,32330,52790
A50,2,Public Relations Specialists,840,7.7,27.06,56290,16.1,23.99,42.83,33490,49900,89090
A50,2,Editors,260,13.5,25.35,52720,14.55,22.03,38.64,30270,45830,80370
A50,2,Technical Writers,100,22.6,28.3,58860,18.88,27.48,38.82,39270,57160,80740
A50,2,Writers and Authors,110,15,24.52,51000,14.14,24.43,34.29,29410,50810,71320
A50,2,Interpreters and Translators,110,5.9,19.65,40880,15.58,18.36,24.16,32410,38180,50260
A50,2,Audio and Video Equipment Technicians,80,7.5,16.01,33310,11.84,14.66,23.79,24620,30490,49480
A50,2,Broadcast Technicians,50,14.2,18.2,37860,12.23,17.29,27.33,25440,35960,56850
A50,2,Photographers,100,13.3,19.36,40270,9.7,17.38,29.37,20170,36140,61080
A50,2,"Camera Operators, Television, Video, and Motion Picture",120,19.2,16.08,33440,9.48,15.82,22.2,19710,32910,46180
A50,2,Healthcare Practitioners and Technical Occupations,18720,5.3,38.08,79210,16.84,29.84,68.32,35020,62080,142110
A50,2,Chiropractors,90,26.5,39.18,81490,16.38,23.2,90,34080,48250,90
A50,2,"Dentists, General",180,19.6,87,180970,46.07,79.96,90,95830,166320,90
A50,2,Oral and Maxillofacial Surgeons,**,**,97.66,203130,28.69,#,90,59670,90,90
A50,2,Optometrists,80,20.1,61.65,128230,34.26,60.59,87.57,71270,126020,182140
A50,2,Pharmacists,490,8,59.45,123650,43.41,62.93,74.88,90290,130890,155760
A50,2,Anesthesiologists,100,8.3,104.43,217220,25.93,#,90,53940,90,90
A50,2,Family and General Practitioners,330,28,79.67,165710,41.57,72.19,90,86460,150160,90
A50,2,"Internists, General",250,11.6,85.73,178320,26.91,79.13,90,55970,164580,90
A50,2,Obstetricians and Gynecologists,130,18,94.53,196610,29.33,#,90,61000,90,90
A50,2,"Pediatricians, General",220,19.7,*,*,*,*,*,*,*,*
A50,2,Psychiatrists,120,20.8,99.29,206520,28.07,#,90,58390,90,90
A50,2,Surgeons,260,6.3,111.59,232110,28.3,#,90,58870,90,90
A50,2,"Physicians and Surgeons, All Other",640,4.1,102.06,212280,30.26,#,90,62940,90,90
A50,2,Physician Assistants,310,12.9,53.39,111050,39.9,50.38,74,82980,104780,153920
A50,2,Occupational Therapists,220,13.1,35.02,72840,25.06,34.54,47.76,52130,71850,99330
A50,2,Physical Therapists,740,7.2,36.09,75060,26.24,35.78,46.69,54580,74430,97120
A50,2,Radiation Therapists,40,4.4,42.92,89270,32.18,42.59,56.84,66940,88590,118220
A50,2,Recreational Therapists,50,19.6,19.28,40100,12.35,19.02,26.69,25690,39570,55520
A50,2,Respiratory Therapists,210,13.1,29.05,60430,22.09,28.33,37.13,45960,58920,77230
A50,2,Speech-Language Pathologists,360,5.2,33.34,69350,21.76,32.07,47.26,45250,66700,98300
A50,2,Veterinarians,270,16.8,44.31,92170,24.2,41.66,62.93,50340,86650,130900
A50,2,Registered Nurses,6360,7.8,31.65,65840,23.04,30.18,43.74,47920,62770,90970
A50,2,Nurse Anesthetists,30,3.2,74.63,155230,62.56,72.7,90,130130,151220,90
A50,2,Nurse Midwives,50,16.8,45.91,95500,38.44,45.97,57.52,79940,95620,119630
A50,2,Nurse Practitioners,520,16.3,*,*,*,*,*,*,*,*
A50,2,"Health Diagnosing and Treating Practitioners, All Other",130,22,34.61,71980,20.59,31.04,52.86,42820,64560,109950
A50,2,Medical and Clinical Laboratory Technologists,230,9.1,32.91,68460,23.98,32.46,44.49,49890,67510,92550
A50,2,Medical and Clinical Laboratory Technicians,310,15.5,26.47,55050,18.87,26.65,35.31,39250,55430,73450
A50,2,Dental Hygienists,620,11.6,30.84,64140,24.65,31.86,37.37,51270,66260,77730
A50,2,Cardiovascular Technologists and Technicians,60,12.1,25.41,52860,14,24.81,38.56,29120,51610,80210
A50,2,Diagnostic Medical Sonographers,90,12.9,34.59,71940,24.88,34.78,45.39,51750,72340,94420
A50,2,Radiologic Technologists,380,10.9,28.48,59240,20.31,27.56,38.41,42240,57330,79900
A50,2,Magnetic Resonance Imaging Technologists,70,7.7,34.74,72260,25.77,34.66,45.36,53610,72100,94350
A50,2,Emergency Medical Technicians and Paramedics,620,24.8,14.67,30510,9.76,14.87,18.75,20300,30940,38990
A50,2,Dietetic Technicians,40,21.6,16.35,34010,10.95,16.12,22.73,22770,33530,47270
A50,2,Pharmacy Technicians,550,7,16.1,33490,11.11,16.08,21.79,23100,33450,45320
A50,2,Psychiatric Technicians,150,10.9,16.21,33720,12.17,15.88,21.09,25320,33020,43870
A50,2,Respiratory Therapy Technicians,50,37.5,24.2,50340,17.71,24.1,31.3,36830,50120,65100
A50,2,Surgical Technologists,140,26.3,19.58,40720,14.45,18.78,26.79,30060,39060,55720
A50,2,Veterinary Technologists and Technicians,360,11.4,16.29,33880,12.05,16.26,21.79,25060,33810,45330
A50,2,Ophthalmic Medical Technicians,140,36.9,19.75,41090,14.11,19,27.18,29340,39520,56530
A50,2,Licensed Practical and Licensed Vocational Nurses,1450,7.4,22.03,45830,16.66,21.88,28.46,34660,45500,59210
A50,2,Medical Records and Health Information Technicians,310,10.1,19.25,40050,12.83,17.47,28.61,26690,36340,59510
A50,2,"Opticians, Dispensing",140,16.9,19.88,41360,15.45,19.6,25.82,32130,40770,53700
A50,2,Orthotists and Prosthetists,**,**,39.65,82470,24.06,30.79,64.15,50040,64030,133420
A50,2,Hearing Aid Specialists,**,**,22.78,47380,13.3,21.5,36.59,27660,44710,76120
A50,2,"Health Technologists and Technicians, All Other",140,24.2,25.2,52420,15.41,25.5,32.88,32050,53040,68390
A50,2,Occupational Health and Safety Specialists,100,7.5,32.64,67880,20.6,32.19,46.1,42840,66960,95890
A50,2,Athletic Trainers,90,13.7,*,45640,*,*,*,32910,45280,60460
A50,2,"Healthcare Practitioners and Technical Workers, All Other",30,29.2,24.9,51790,15.25,20.65,44.14,31730,42960,91810
A50,2,Healthcare Support Occupations,7380,5,15.08,31380,10.15,13.92,21.69,21110,28950,45120
A50,2,Home Health Aides,530,12.2,12.71,26440,10.12,12.73,15.03,21060,26480,31250
A50,2,Psychiatric Aides,**,**,11.6,24130,9.22,10.91,15.23,19170,22680,31670
A50,2,Nursing Assistants,3460,6.4,13.27,27600,10.11,13.13,17.02,21020,27310,35410
A50,2,Occupational Therapy Assistants,60,23.7,25.75,53550,19.9,25.55,30.91,41390,53150,64290
A50,2,Physical Therapist Assistants,120,22.1,24.94,51870,20.14,25.06,29.88,41900,52120,62140
A50,2,Physical Therapist Aides,70,20.6,*,*,*,*,*,*,*,*
A50,2,Massage Therapists,340,15.5,25.44,52910,10.02,26.32,37.79,20840,54740,78590
A50,2,Dental Assistants,490,8.6,19.54,40640,14.76,18.63,27.26,30690,38740,56700
A50,2,Medical Assistants,690,12.8,16.63,34600,12.54,16.34,22.02,26090,33990,45810
A50,2,Medical Equipment Preparers,120,9.9,16.49,34290,12.1,15.61,22.65,25170,32470,47110
A50,2,Medical Transcriptionists,280,12.4,18.06,37570,12.3,17.86,23.77,25580,37140,49440
A50,2,Pharmacy Aides,210,23.2,11.39,23700,9.65,11,14.38,20080,22880,29910
A50,2,Veterinary Assistants and Laboratory Animal Caretakers,150,28.6,12.07,25100,9.37,12.3,14.54,19500,25580,30230
A50,2,Phlebotomists,180,15.1,15.66,32580,12.27,15.5,19.37,25510,32230,40290
A50,2,"Healthcare Support Workers, All Other",200,7.8,16.74,34820,11.98,16.78,22.26,24910,34900,46290
A50,2,Protective Service Occupations,4780,4.3,19.72,41010,10.13,17.93,30.87,21070,37290,64210
A50,2,First-Line Supervisors of Police and Detectives,150,10.2,37.55,78100,25.23,35.19,62.56,52480,73200,130130
A50,2,First-Line Supervisors of Fire Fighting and Prevention Workers,30,18.7,30.56,63560,19.8,30.24,43.43,41190,62900,90330
A50,2,"First-Line Supervisors of Protective Service Workers, All Other",130,8.7,25.03,52070,14.65,23.71,36.66,30470,49310,76260
A50,2,Firefighters,190,11.2,18.54,38560,9.23,18.28,27.79,19200,38020,57810
A50,2,Detectives and Criminal Investigators,230,4.8,37.29,77570,23.64,37.12,55.18,49160,77220,114770
A50,2,Fish and Game Wardens,40,0,26.04,54160,21.48,25.97,31.29,44680,54010,65080
A50,2,Parking Enforcement Workers,**,**,18.49,38470,15.32,17.87,23.02,31870,37180,47870
A50,2,Police and Sheriff's Patrol Officers,1250,9.2,22.57,46950,16.06,22.13,30.85,33410,46020,64170
A50,2,Animal Control Workers,80,31,12.8,26610,9.18,11.39,18.87,19090,23700,39240
A50,2,Security Guards,1150,10,13.98,29090,9.53,12.19,21,19810,25360,43680
A50,2,Crossing Guards,300,9.3,14.19,29510,9.93,12.68,20.62,20650,26380,42890
A50,2,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",290,17.4,10.89,22640,9.21,10.18,14.28,19150,21180,29700
A50,2,Transportation Security Screeners,90,0,17.74,36890,15,17.23,21.85,31210,35830,45450
A50,2,"Protective Service Workers, All Other",110,4.7,17.34,36060,10.26,15.28,27.05,21350,31770,56250
A50,2,Food Preparation and Serving Related Occupations,25980,2.7,13.06,27170,9.26,11.47,19.18,19270,23860,39890
A50,2,Chefs and Head Cooks,290,20.1,22.27,46310,15.68,20.21,34.31,32620,42030,71370
A50,2,First-Line Supervisors of Food Preparation and Serving Workers,1840,7.7,18.1,37650,11.46,17.22,26.01,23830,35820,54110
A50,2,"Cooks, Fast Food",800,22.1,11.02,22920,9.22,9.53,14.64,19170,19810,30440
A50,2,"Cooks, Institution and Cafeteria",1250,8,14,29110,10.49,13.72,18.06,21830,28540,37560
A50,2,"Cooks, Restaurant",2140,10.2,13.77,28640,9.92,13.12,18.38,20630,27300,38240
A50,2,"Cooks, Short Order",690,19.6,12.93,26890,9.92,12.58,15.06,20640,26160,31320
A50,2,"Cooks, All Other",50,34.9,14.7,30570,10.44,14.18,18.62,21710,29500,38740
A50,2,Food Preparation Workers,2060,13.7,11.24,23390,9.3,10.75,14.31,19330,22360,29760
A50,2,Bartenders,1780,9.1,14.2,29530,9.23,11.87,23.31,19190,24690,48490
A50,2,"Combined Food Preparation and Serving Workers, Including Fast Food",4990,9.8,11.3,23510,9.22,10.13,15.21,19170,21060,31630
A50,2,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",990,23.6,11.05,22990,9.2,9.58,14.56,19140,19920,30290
A50,2,Waiters and Waitresses,5290,5.1,14.56,30280,9.29,13.25,22.48,19330,27570,46770
A50,2,"Food Servers, Nonrestaurant",250,19.7,10.57,21990,9.22,10.15,12.72,19180,21110,26460
A50,2,Dining Room and Cafeteria Attendants and Bartender Helpers,1160,24.5,10.87,22620,9.23,9.94,14.02,19200,20680,29150
A50,2,Dishwashers,1580,7.5,10.43,21690,9.22,10.03,12.18,19180,20850,25330
A50,2,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",740,16.1,11.83,24600,9.32,10.79,17.15,19390,22450,35670
A50,2,"Food Preparation and Serving Related Workers, All Other",90,16.3,10.84,22540,9.24,9.86,13.93,19210,20510,28970
A50,2,Building and Grounds Cleaning and Maintenance Occupations,11390,4,14.48,30120,9.59,13.33,20.67,19940,27720,42990
A50,2,First-Line Supervisors of Housekeeping and Janitorial Workers,470,13.2,*,*,*,*,*,*,*,*
A50,2,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",330,13.7,23.07,47980,16.2,21.58,31.92,33690,44880,66390
A50,2,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4690,6.7,13.84,28780,9.68,13.17,18.72,20130,27390,38930
A50,2,Maids and Housekeeping Cleaners,2810,8.7,12.1,25170,9.29,11.23,16.52,19330,23350,34370
A50,2,"Building Cleaning Workers, All Other",200,42.9,18.46,38400,13.38,17.55,26.12,27830,36510,54320
A50,2,Pest Control Workers,60,33.9,22.74,47300,17.63,22.24,29.11,36660,46260,60540
A50,2,Landscaping and Groundskeeping Workers,2590,9.5,14.62,30420,9.98,13.95,20.58,20760,29020,42800
A50,2,Tree Trimmers and Pruners,**,**,17.34,36070,15.06,17.13,20.68,31330,35630,43020
A50,2,Personal Care and Service Occupations,12950,2.5,14.07,29260,9.45,11.62,21.68,19650,24180,45090
A50,2,First-Line Supervisors of Personal Service Workers,370,8.1,21.82,45390,12.64,20.21,34.29,26290,42040,71320
A50,2,Nonfarm Animal Caretakers,410,12,13.02,27090,9.27,11.44,15.01,19280,23800,31220
A50,2,"Ushers, Lobby Attendants, and Ticket Takers",**,**,9.97,20750,9.2,9.4,11.58,19130,19560,24090
A50,2,Amusement and Recreation Attendants,350,16.7,11.02,22930,9.23,9.99,14.35,19200,20780,29840
A50,2,"Entertainment Attendants and Related Workers, All Other",40,45.5,12.69,26390,9.28,11.47,19.07,19300,23860,39670
A50,2,Funeral Attendants,80,15.9,16.26,33820,10.89,16.31,22.21,22650,33930,46200
A50,2,"Morticians, Undertakers, and Funeral Directors",90,30.5,26.74,55620,15.4,25.8,37.4,32020,53660,77800
A50,2,"Hairdressers, Hairstylists, and Cosmetologists",650,19.6,13.89,28880,9.31,12.49,21.7,19360,25980,45130
A50,2,Manicurists and Pedicurists,130,23.1,20.73,43120,10.17,16.51,41.7,21160,34340,86740
A50,2,Skincare Specialists,**,**,24.92,51830,10.36,26.89,37.54,21550,55920,78080
A50,2,Baggage Porters and Bellhops,150,18.4,11.23,23360,9.19,10.06,15.24,19110,20920,31700
A50,2,Tour Guides and Escorts,**,**,10.87,22600,9.24,9.74,14.4,19220,20250,29940
A50,2,Childcare Workers,1000,10,11.95,24850,9.37,11.25,16.01,19490,23400,33300
A50,2,Fitness Trainers and Aerobics Instructors,770,21.1,19.45,40460,10.14,19.53,27.74,21090,40620,57690
A50,2,Recreation Workers,1180,12.7,16.14,33580,9.48,14.15,26.71,19720,29420,55550
A50,2,Residential Advisors,450,8.3,14.43,30010,9.75,13.33,19.25,20270,27720,40050
A50,2,"Personal Care and Service Workers, All Other",**,**,14.76,30700,9.59,13.07,22.57,19940,27190,46950
A50,2,Sales and Related Occupations,30260,2.5,18.23,37920,9.32,12.84,32.99,19380,26700,68620
A50,2,First-Line Supervisors of Retail Sales Workers,2740,6,22.67,47160,13.37,20.59,33.61,27810,42830,69910
A50,2,First-Line Supervisors of Non-Retail Sales Workers,620,7.5,39.17,81470,19.19,32.15,71.72,39910,66880,149180
A50,2,Cashiers,9500,5.5,10.77,22400,9.22,10.07,13.68,19170,20940,28450
A50,2,Counter and Rental Clerks,940,12.2,15.34,31920,9.86,13.78,23.72,20500,28670,49330
A50,2,Parts Salespersons,610,21.6,15.8,32860,11.09,14.71,22.36,23070,30590,46520
A50,2,Retail Salespersons,9330,5.6,13.86,28830,9.33,11.51,21.93,19400,23940,45620
A50,2,Advertising Sales Agents,270,9,24.55,51060,11.41,20.79,40.1,23730,43230,83410
A50,2,Insurance Sales Agents,800,10.9,29.97,62330,15.5,22.43,47.46,32240,46650,98730
A50,2,"Securities, Commodities, and Financial Services Sales Agents",450,13,43.57,90620,17.98,32.03,82.86,37390,66620,172360
A50,2,Travel Agents,160,15.9,19.04,39610,13.46,18.42,24.21,28000,38310,50360
A50,2,"Sales Representatives, Services, All Other",1010,7.2,29.33,61010,13.55,23.77,48.27,28180,49440,100410
A50,2,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",610,16.3,48.24,100330,20.31,39.33,90,42250,81810,90
A50,2,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2640,6.9,31.21,64910,15.77,27.56,52.13,32800,57320,108420
A50,2,Demonstrators and Product Promoters,70,42.6,14.9,30990,10.65,14.18,20.81,22140,29500,43290
A50,2,Real Estate Brokers,50,15.8,26.77,55680,13.05,26.52,41.06,27150,55150,85400
A50,2,Real Estate Sales Agents,200,30,*,*,*,*,*,*,*,*
A50,2,Sales Engineers,60,11.7,40.39,84020,22.59,36.68,60.7,47000,76300,126270
A50,2,Telemarketers,140,33.3,13.57,28220,9.58,13.27,16.99,19920,27600,35340
A50,2,"Sales and Related Workers, All Other",**,**,16.96,35270,11.33,16.79,21.98,23560,34930,45710
A50,2,Office and Administrative Support Occupations,41580,1.4,17.51,36410,10.47,16.5,26.27,21780,34330,54650
A50,2,First-Line Supervisors of Office and Administrative Support Workers,1930,3.8,27.14,56440,16.11,25.51,39.68,33510,53060,82520
A50,2,"Switchboard Operators, Including Answering Service",300,14.8,13.15,27340,9.53,12.88,17.44,19810,26800,36270
A50,2,Bill and Account Collectors,320,8.9,18.8,39110,12.84,17.71,27.38,26700,36840,56950
A50,2,Billing and Posting Clerks,910,6.5,17.22,35810,12.42,16.87,22.87,25830,35080,47570
A50,2,"Bookkeeping, Accounting, and Auditing Clerks",5240,3.5,18.87,39250,12.2,18.22,26.36,25380,37900,54830
A50,2,Payroll and Timekeeping Clerks,410,11.9,19.44,40420,13.53,18.58,26.8,28140,38650,55740
A50,2,Procurement Clerks,140,7.5,19.78,41140,13.94,19.02,25.86,29000,39570,53790
A50,2,Tellers,1080,7.8,13.52,28130,10.07,13.16,17.84,20950,27370,37100
A50,2,Brokerage Clerks,50,23.6,22.72,47260,15.65,21.07,31.64,32550,43830,65820
A50,2,"Court, Municipal, and License Clerks",690,8.6,17.15,35680,11.03,17.22,23.04,22940,35820,47930
A50,2,Customer Service Representatives,3460,4.5,16.62,34580,10.09,15.43,24.4,20980,32090,50750
A50,2,"Eligibility Interviewers, Government Programs",110,26.8,22.01,45770,16.53,21.86,28,34380,45470,58230
A50,2,File Clerks,480,7.1,15.84,32940,10.44,16.37,19.92,21720,34060,41440
A50,2,"Hotel, Motel, and Resort Desk Clerks",890,15.2,11.83,24610,9.36,11.42,14.83,19470,23760,30840
A50,2,"Interviewers, Except Eligibility and Loan",450,9.9,16.41,34130,12.2,15.81,22.67,25380,32880,47160
A50,2,"Library Assistants, Clerical",300,15.6,13.14,27330,9.29,12.73,18.09,19320,26480,37630
A50,2,Loan Interviewers and Clerks,290,19.4,18.91,39320,12.4,17.44,26.02,25800,36270,54130
A50,2,New Accounts Clerks,50,37,16.38,34060,12.87,16.66,19.19,26770,34640,39910
A50,2,Order Clerks,760,8.4,17.24,35850,11.07,16.27,23.56,23030,33850,49000
A50,2,"Human Resources Assistants, Except Payroll and Timekeeping",200,6.2,19.15,39820,12.26,18.4,25.59,25500,38270,53230
A50,2,Receptionists and Information Clerks,2370,5.7,14.43,30000,10.16,14.01,18.94,21130,29130,39400
A50,2,Reservation and Transportation Ticket Agents and Travel Clerks,160,10,12.53,26070,9.34,11.52,17.95,19420,23950,37340
A50,2,"Information and Record Clerks, All Other",290,9.1,17.53,36470,12.23,17.12,22.99,25440,35600,47830
A50,2,Cargo and Freight Agents,50,20.3,16.92,35200,10.48,15.61,27.62,21800,32470,57460
A50,2,Couriers and Messengers,320,22.1,12.19,25360,9.22,10.82,19.07,19180,22500,39650
A50,2,"Police, Fire, and Ambulance Dispatchers",300,11.5,19.27,40070,13.56,18.99,25.64,28210,39510,53340
A50,2,"Dispatchers, Except Police, Fire, and Ambulance",290,12.4,18.06,37560,12.34,17.27,26.32,25660,35920,54750
A50,2,"Meter Readers, Utilities",70,27.4,19.25,40030,9.41,19.25,29.02,19570,40040,60370
A50,2,Postal Service Clerks,410,0,22.09,45950,15.63,19.59,28.4,32510,40760,59080
A50,2,Postal Service Mail Carriers,760,0,23.69,49270,16.65,24.75,29.1,34640,51470,60530
A50,2,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",190,0,24.5,50970,15.46,26.78,27.31,32150,55700,56800
A50,2,"Production, Planning, and Expediting Clerks",540,8.8,21.61,44940,12.62,20.25,31.27,26240,42120,65050
A50,2,"Shipping, Receiving, and Traffic Clerks",1530,7.1,15.4,32020,10.13,14.66,21.78,21070,30500,45300
A50,2,Stock Clerks and Order Fillers,3070,4.9,12.87,26780,9.35,11.58,18.36,19450,24090,38180
A50,2,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",200,7.3,19.19,39920,11.61,16.93,29.41,24140,35220,61180
A50,2,Executive Secretaries and Executive Administrative Assistants,2270,4,23.88,49670,16.71,22.75,32.3,34770,47330,67180
A50,2,Legal Secretaries,220,28.5,22.86,47540,17.72,22.66,29.21,36850,47130,60760
A50,2,Medical Secretaries,760,10.8,18.23,37920,13.16,17.56,24.51,27370,36520,50990
A50,2,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",5970,4.4,16.33,33960,11.76,16.17,22.02,24460,33630,45810
A50,2,Computer Operators,60,9.5,20.1,41810,12.12,19.23,27.88,25210,39990,57990
A50,2,Data Entry Keyers,530,7.6,15.4,32030,11.81,15.13,18.88,24560,31470,39270
A50,2,Word Processors and Typists,40,38.6,18.09,37620,12.58,19.82,22.93,26170,41230,47690
A50,2,Desktop Publishers,70,27.7,18.19,37820,9.43,17.65,27.21,19610,36720,56590
A50,2,Insurance Claims and Policy Processing Clerks,470,12.6,18.2,37860,12.6,17.64,23.9,26210,36690,49710
A50,2,"Mail Clerks and Mail Machine Operators, Except Postal Service",190,8.9,15.15,31520,10.3,15.53,19.11,21430,32310,39750
A50,2,"Office Clerks, General",1910,15.1,15.09,31390,9.63,14.85,20.55,20030,30880,42740
A50,2,"Office Machine Operators, Except Computer",100,16.4,13.39,27840,9.55,12.22,18.3,19860,25430,38070
A50,2,"Office and Administrative Support Workers, All Other",310,19.8,21.78,45300,9.24,19.21,36.94,19220,39950,76840
A50,2,"Farming, Fishing, and Forestry Occupations",960,11.4,15.68,32620,9.51,13.51,25.29,19780,28110,52590
A50,2,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90,16.9,22,45760,13.13,21.32,29.39,27300,44350,61130
A50,2,"Graders and Sorters, Agricultural Products",310,14.3,11.7,24330,9.23,10.88,15.81,19210,22630,32880
A50,2,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",190,24.8,13.35,27760,10.02,12.94,17.85,20840,26910,37120
A50,2,"Farmworkers, Farm, Ranch, and Aquacultural Animals",80,24.3,15.64,32530,9.51,14.05,26.29,19770,29230,54680
A50,2,Logging Equipment Operators,140,40.1,20.53,42690,13.04,21.05,28.34,27120,43790,58940
A50,2,Construction and Extraction Occupations,14890,2.7,20.48,42600,13.11,19.42,28.98,27270,40390,60280
A50,2,First-Line Supervisors of Construction Trades and Extraction Workers,1490,6.6,29.55,61470,19,27.46,43.75,39510,57120,91000
A50,2,Brickmasons and Blockmasons,120,25.7,24.67,51300,17.9,25.81,29.37,37220,53690,61100
A50,2,Stonemasons,110,41.7,20.33,42280,12.87,18.94,28.94,26780,39400,60200
A50,2,Carpenters,3040,6.5,20.62,42890,15.06,20.11,28.34,31330,41830,58940
A50,2,Carpet Installers,110,42.5,18.42,38310,11.76,18.11,25.74,24460,37660,53540
A50,2,Floor Sanders and Finishers,100,34.6,20.63,42900,11.72,21.38,28.05,24380,44480,58350
A50,2,Tile and Marble Setters,**,**,17.88,37190,15.15,17.29,22.76,31510,35950,47350
A50,2,Cement Masons and Concrete Finishers,240,22.6,17.28,35940,11.89,17.29,22.52,24720,35970,46840
A50,2,Construction Laborers,1470,12.6,15.63,32500,10.73,14.47,22.39,22330,30100,46580
A50,2,"Paving, Surfacing, and Tamping Equipment Operators",100,41.4,16.84,35020,12.89,16.71,21.71,26800,34760,45150
A50,2,Operating Engineers and Other Construction Equipment Operators,1230,9.9,19.69,40950,14.91,19.3,24.13,31020,40140,50190
A50,2,Drywall and Ceiling Tile Installers,220,15.1,20.98,43640,14.31,21.18,28.23,29770,44040,58710
A50,2,Tapers,40,19.1,20.5,42630,15.89,19.69,27.21,33060,40960,56600
A50,2,Electricians,1180,12.4,21.97,45690,14.93,21.84,29.21,31060,45430,60770
A50,2,Glaziers,**,**,18.63,38750,15.39,17.4,26.38,32010,36180,54870
A50,2,"Insulation Workers, Floor, Ceiling, and Wall",140,21.7,16.56,34450,12.46,15.77,22.33,25910,32800,46440
A50,2,"Painters, Construction and Maintenance",620,9.9,17.07,35500,10.66,17.08,23.57,22180,35520,49020
A50,2,Pipelayers,60,27.7,18.55,38580,14.81,17.17,26.36,30800,35710,54840
A50,2,"Plumbers, Pipefitters, and Steamfitters",800,8.7,23.75,49390,15.4,23.47,31.86,32030,48830,66280
